success,num_layers,num_dp,num_pp,num_tp,num_mb,gbs,num_heads,hidden_size,seqlen,n_activated_experts,n_routed_experts,t_graph,t_lineage,t_schedule,t_vrf,t_total,sm,pm,error
True,32,16,4,8,2,512,32,4096,128,,,60.19782781600952,7.890394926071167,29.423535346984863,109.65147066116333,224.30177402496338,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm2_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,4,512,32,4096,128,,,100.88532567024231,25.366114854812622,54.32383608818054,237.75617837905884,451.7345521450043,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm4_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,8,512,32,4096,128,,,192.66188716888428,51.102152824401855,114.2472608089447,424.9281315803528,851.3643314838409,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,16,512,32,4096,128,,,376.69550466537476,103.36454033851624,227.93566751480103,865.172091960907,1713.8352308273315,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm16_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,32,512,32,4096,128,,,735.8758080005646,277.82760977745056,481.58254647254944,1755.3605720996857,3531.7015011310577,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm32_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,1,8,512,32,4096,128,,,25.17561912536621,6.9801719188690186,12.756636619567871,54.69906735420227,107.31735849380493,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp1_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,2,8,512,32,4096,128,,,49.15052652359009,17.14748239517212,19.644121408462524,159.16029381752014,260.89424419403076,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp2_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,4,8,512,32,4096,128,,,100.69788885116577,15.715447664260864,52.6951220035553,210.46377420425415,412.074640750885,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp4_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,8,512,32,4096,128,,,196.98396682739258,52.077168464660645,115.9461715221405,439.5612955093384,875.4367501735687,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,4,8,8,512,32,4096,128,,,29.558234930038452,9.392164468765259,14.142603397369385,54.91774868965149,115.22485494613647,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
